Title,Authors,Abstract,Date,URL
"
Majorana bound state localization and energy oscillations for magnetic  impurity chains on conventional superconductors","Andreas Theiler, Kristofer Björnson, Annica M. Black-Schaffer"," We study a chain of magnetic impurities on a conventional superconductor with
spin-orbit coupling, treating the superconducting order fully
self-consistently. We find pronounced hybridization between the end point
Majorana bound states (MBSs) and in-gap Yu-Shiba-Rusinov (YSR) states, which
causes increasing MBS energy oscillations as a function of magnetic impurity
strength, even when the direct MBS overlap is negligible. By treating the MBSs
as topological boundary modes dependent only on the effective mass gap, we
arrive at a fully parameter-free fitting of the MBS localization length. The
localization length decreases with magnetic impurity strength, contradictory to
the behavior of the effective superconducting coherence length.
",(Submitted on 29 Aug 2018),https://arxiv.org/abs/1808.10061
"
Quantum phase transition in an ultra-high mobility two-dimensional  electron system in SiGe/Si/SiGe quantum wells","M. Yu. Melnikov, A. A. Shashkin, V. T. Dolgopolov, Amy Y. X. Zhu, S. V. Kravchenko, S.-H. Huang, C. W. Liu"," The metal-insulator transition (MIT) is an exceptional test bed for studying
strong electron correlations in two dimensions. In the present study of the MIT
in ultra-high mobility SiGe/Si/SiGe quantum wells, a remarkable decrease is
observed in the resistance on the metallic side of the transition, where the
resistance drops by more than an order of magnitude with decreasing temperature
below $\sim1$ K. It is also found that as the residual disorder in an electron
system is drastically reduced, the critical electron density of the transition
has a tendency to become smaller than the density of a possible divergence of
the effective mass at the Fermi level, determined by electron interactions.
This indicates that these two densities are not directly related and that the
critical density for the MIT is affected also by the residual disorder.
",(Submitted on 29 Aug 2018),https://arxiv.org/abs/1808.10063
"
Spin-motive force due to domain wall motion in the presence of  Dzyaloshinskii-Moriya Interaction",Yuta Yamane," We theoretically demonstrate that the presence of Dzyaloshinskii-Moriya
Interaction (DMI) can lead to enhancement of the spin-motive force (SMF)
arising due to field-induced ferromagnetic domain wall motion. A SMF refers to
an electric voltage induced by dynamical magnetic textures, which reflects the
temporal and spatial variations of the magnetization. A DMI can introduce extra
spatial rotation of the magnetization in the domain wall region, which turns
out to cause the enhancement of the SMF. We derive an expression for the SMF,
and examine the field- and DMI-dependences of the SMF. We find that the SMF can
be amplified by up to an order of magnitude in the low field regime, where the
external field is lower than the so-called Walker breakdown field.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10076
"
Physical properties of the trigonal binary compound Nd$_2$O$_3$","G. Sala, M. B. Stone, B. K. Rai, A. F. May, C. R. Dela Cruz, H. Suriya Arachchige, G.Ehlers, V. R. Fanelli, V. O. Garlea, M. D. Lumsden, D. Mandrus, A. D. Christianson"," We have studied the physical properties of Nd$_2$O$_3$ with neutron
diffraction, inelastic neutron scattering, heat capacity, and magnetic
susceptibility measurements. Nd$_2$O$_3$ crystallizes in a trigonal structure,
with Nd$^{3+}$ ions surrounded by cages of 7 oxygen anions. The crystal field
spectrum consists of four excitations spanning the energy range 3-60 meV. The
refined eigenfunctions indicate XY-spins in the $ab$ plane. The Curie-Weiss
temperature of $\theta_{CW}=-23.7(1)$ K was determined from magnetic
susceptibility measurements. Heat capacity measurements show a sharp peak at
550 mK and a broader feature centered near 1.5 K. Neutron diffraction
measurements show that the 550 mK transition corresponds to long-range
anti-ferromagnetic order implying a frustration index of
$\theta_{CW}/T_N\approx43$. These results indicate that Nd$_2$O$_3$ is a
structurally and chemically simple model system for frustration caused by
competing interactions with moments with predominate XY anisotropy.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10085
"
Change of Fermi surface states related with two different $T_{\rm  c}$-rising mechanisms in iron pnictide superconductor","A. Takemori, T. Hajiri, S. Miyasaka, Z. H. Tin, T. Adachi, S. Ideta, K. Tanaka, M. Matsunami, S. Tajima"," Evolution of Fermi surface (FS) states of
NdFeAs$_{1-x}$P$_x$O$_{0.9}$F$_{0.1}$ single crystals with As/P substitution
has been investigated. The critical temperature $T_{\rm c}$ and the power law
exponent ($n$) of temperature-dependent resistivity ($\rho(T) = \rho_0 + AT^n$)
show a clear correlation above $x=$0.2, suggesting that $T_{\rm c}$ is enhanced
with increasing bosonic fluctuation in the same type of FS state. Around
$x=$0.2, all the transport properties show anomalies, indicating that
$x$$\sim$0.2 is the critical composition of drastic FS change. The angle
resolved photoemission spectroscopy has more directly revealed the distinct
change of FS around $x=$0.2, that one hole FS disappears at Brillouin zone
center and the other FS with propeller like shape appears at zone corner with
decreasing $x$. These results are indicative of the existence of two types of
FS state with different nesting conditions that are related with two $T_{\rm
c}$-rising mechanisms in this system.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10111
"
Spectral weights of doublon in interacting Hofstadter model",Tirthaprasad Chattaraj," In this article, two-particle Greens functions are computed for different
strengths of interactions for particles in Hofstadter lattices, providing
informations on spectral weights of doublons. The calculations are performed
for a finite lattice without disorder. The splitting in spectra under the
effect of external magnetic field for non-interacting and interacting pairs are
compared.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10112
"
Magneto-transport phenomena in p-doped diamond from first principles","Francesco Macheda, Nicola Bonini"," We present a first-principles study of the magnetotransport phenomena in
p-doped diamond via the exact solution of the linearized Boltzmann transport
equation, in which the materials' parameters, including electron-phonon and
phonon-phonon interactions, are obtained from density functional theory. This
approach gives results in very good agreement with experimental data for Hall
and drift mobilities, low- and high-field magnetoresistance and Seebeck
coefficient, including the phonon-drag effect, in a range of temperatures and
carrier concentrations. In particular, our results provide a detailed
characterisation of the exceptionally high values for mobility and Seebeck
coefficient, and predict a large magnetic field driven enhancement of the
Seebeck coefficient, of up to 30% in a magnetic field of 40 kOe already at room
temperature.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10131
"
Renormalizations in unconventional superconducting states born of normal  and singular Fermi-liquids","Kazumasa Miyake, Chandra M. Varma"," The density of low energy particle-hole excitations is non-analytic in a
singular Fermi-liquid, but it is altered on entering a superconducting state in
which, in the pure limit, it vanishes asymptotically at the chemical potential
and in general is analytic. The single-particle excitations in the
superconducting states are then quasi-particles so that a form of Landau theory
may be constructed for thermodynamic and transport properties in the
superconducting state. In this theory, the renormalization of measurable
properties due to quasi-particle interactions, such as specific heat,
compressibility, magnetic susceptibility, superfluid density, etc. changes in a
temperature dependent fashion from the non-interacting theory. This is
illustrated by showing the renormalization of these quantities and the relation
between the parameters introduced to account for their temperature dependence.
When the renormalizations in the normal state are large or singular,
temperature dependence of properties in the superconducting states are then in
general not useful for identifying the nodal character or symmetry of the
superconducting state except for measurements at very low temperatures, upper
limits of which are specified. The results obtained are expected to be useful
in interpreting the experimental results for the temperature dependence of
various properties in the superconducting state born of singular Fermi liquids.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10135
"
Fractionally quantized Berry phases of magnetization plateaux in  spin-$1/2$ Heisenberg multimer chains","Isao Maruyama, Shin Miyahara"," We study the fractionally quantized $Z_N$ Berry phase, $\gamma_N=0, {2\pi
\over N}, {4\pi \over N},\ldots, {2(N-1)\pi \over N}$, to characterize local
$N$-mer spin structures at magnetization plateaux in spin-1/2 Heisenberg
multimer($N$-mer) models, i.e., highly frustrated $N$-leg ladder models, which
are generalization of an orthogonal dimer chain and have exact ground states in
the strong multimer coupling limit. We demonstrate that all $N$ kinds of Berry
phases, characterizing magnetization-plateau phases, appear in a magnetic phase
diagram when $N=2$ and $4$. We show that magnetic-plateau with magnetization
$\langle m\rangle$ and $D$-fold degenerated states has $\gamma_N=\pi (\langle
m\rangle-1) D$, except for the Haldane phase with $\gamma_N=0$. In addition, we
find a complementary $Z_N$ Berry phase becomes non-zero in the $S=N/2$ Haldane
phase for $N=2$ and 4. Since the exact quantization of the $Z_N$ Berry phases
protected by the translational (or rotational) symmetry along the rung
direction, the $Z_N$ Berry phase has a possibility to be applied for wide class
of magnetic plateaux in coupled multimer systems.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10138
"
Precise control on morphology of ultrafine LiMn2O4 nanorods as  supercapacitor electrode via two-step hydrothermal method","Niraj Kumar, K. Guru Prasad, T. Maiyalagan, Arijit Sen"," We report three different synthesis routes while maintaining similar reaction
conditions to choose an effective way to precisely control the growth of
ultrafine one dimensional LiMn2O4 in the form of nanorods. We developed a novel
method of mixing the precursors through hydrothermal, yielding low dimensional
precursors for effective solid state reaction to synthesize the nanorods.
However, to achieve these, highly uniform beta-MnO2 nanorods were initially
grown as one of the main precursors. The uniformity observed in as grown
beta-MnO2 nanorods using hydrothermal technique help to attract minute LiOH
particles upon mixing over its highly confined nanoregime surface. This
facilitated the solid state reaction between MnO2 and LiOH to develop one of
the finest LiMn2O4 nanorods with diameters of 10 - 80 nm possessing high
surface area of 88.294 m2/g. We find superior charge storage behaviour for
these finely ordered 1D nanostructures as supercapacitor electrodes in KOH with
K3Fe(CN)6 as electrolyte in contrast to Li2SO4. A high pseudo - capacitance of
653.5 F/g at 15 A/g is observed using galvanostatic discharge time with high
retention capacity of 93% after 4000 cycles. The enhanced charge storage
property may arise from the redox couple [Fe(CN)6]3n/[Fe(CN)6]4n and K+ ions of
the electrolyte. To the best of our knowledge, we demonstrate for the first
time the effectiveness of a two step hydrothermal method in tuning the
supercapacitive behaviour of 1D LiMn2O4 in redox additive electrolyte.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10141
"
Ground-state phase diagram of the $S = 1$ one-dimensional Kondo lattice  model with a uniaxial anisotropy under transverse fields","Kohei Suzuki, Kazumasa Hattori"," We study effects of transverse magnetic fields in the $S = 1$ one-dimensional
Kondo lattice model with a uniaxial anisotropy by using the density matrix
renormalization group. The model can be regarded as a simplified one for
analyzing an Ising ferromagnetic superconductor URhGe. We find various phases
such as ferromagnetic and antiferromagnetic phases, Kondo plateau (KP) phases,
the Tomonaga-Luttinger liquid, and fully-polarized phases. In the KP phase, a
pseudo plateau emerges in the magnetization due to strongly-bound pairs between
the local and the conduction electron spins. This is the reason why we call
this phase Kondo plateau. At the critical field between the ferromagnetic and
the KP phases, we find metamagnetic behavior in the magnetization curve. We
discuss various correlation functions and the Friedel oscillations in details
and the experimental data under transverse magnetic fields in URhGe are
discussed on the basis of the present results.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10142
"
Fluctuation spectroscopy of surface melting of ice without, and with  impurities","Takahisa Mitsui, Kenichiro Aoki"," Water, in its three phases, is ubiquitous, and the surface properties of ice
is important to clarifying the process of melting, as well as to various other
fields, including geophysics. As such, the subject has been studied both
theoretically and experimentally, for over a hundred years, while being an
active field of research today. It has been established that surface melting,
or premelting, exists below the melting point, and a `liquid-like layer' (LLL)
exists on the surface of ice. Here, we use the surface thermal fluctuation
spectra to study the properties of LLL, including its thickness, for pure ice,
and for ice with impurities. We find that the properties of LLL are consistent
with those of bulk liquid water, and for layers thicker than 10\,nm, their
properties are experimentally indistinguishable from those of liquid water.
Measured thicknesses are found to be much smaller than the previous
experimental measurements close to the bulk melting temperature. We find that
the additions of impurities at ppm levels cause LLL to be thicker, as well to
be quite inhomogeneous, with properties depending on the dopant. This is
revealed by scanning the surface at $\mu$m level resolution, and can contribute
to the slipperiness of ice in natural settings.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10148
"
Facile synthesis of 2D graphene oxide sheet enveloping ultrafine 1D  LiMn2O4 as interconnected framework to enhance cathodic property for Li-ion  battery","Niraj Kumar, Jassiel R. Rodriguez, Vilas G. Pol, Arijit Sen"," Cubic spinel lithium manganese oxide (LiMn2O4) has been able to attract a
great deal of attention over the years as a promising cathode material for
large scale lithium ion batteries. Here a facile hydrothermal route followed by
solid state reaction is developed using as grown ultrafine alpha-MnO2 nanorods
to prepare one dimensional LiMn2O4 with 10-50nm diameters. To enhance the
cathodic property of these nanorods, a unique synthesis technique of heat
treatment is developed to grow 2D graphene oxide sheet enveloping 1D LiMn2O4 as
interconnected framework. This nanocomposite 3D porous cathode exhibits a high
specific charge capacity of 130mAh/g at 0.05C rate and Coulombic efficiency of
about 98% after 100 cycles in the potential window of 3.5 to 4.3V versus Li/Li+
with promising initial charge capacity retention of about 87%, and outstanding
structural stability even after 100 cycles. Enhancement in the lithiation and
delithiation processes leading to improved performance is likely to have its
origin in the 2D conducting graphene oxide sheets. It allows for decreasing the
Mn dissolution, improve the electron conductivity and reduce the Li-ion path
diffusion inside the favourable morphology and crystallinity of the ultrafine
1D LiMn2O4 nanorods, giving rise to a promising cathode nanocomposite.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10150
"
Universal Scaling Laws for Shear Induced Dilation in Frictional Granular  Media","Prasenjit Das, Oleg Gendelman, H. George E. Hentschel, Itamar Procaccia"," Compressed frictional granular matter cannot flow without dilation. Upon
forced shearing to generate flow, the amount of dilation may depend on the
initial preparation and a host of material variables. Here we show that as a
result of training by repeated compression-decompression cycles the amount of
dilation induced by shearing the system depends only on the shear rate and on
the packing fraction. Relating the rheological response to structural
properties allows us to derive a scaling law for the amount of dilation after
$n$ cycles of compression-decompression. The resulting scaling law has a
universal exponent that for trained systems is independent of the
inter-granules force laws, friction parameters and strain rate. The amplitude
of the scaling law is analytically computable, and it depends only on the shear
rate and the asymptotic packing fraction.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10157
"
Larmor Frequency Depends on Structural Anisotropy in Magnetically  Heterogeneous Media","Alexander Ruh, Valerij G. Kiselev"," Purpose: To investigate the effect of anisotropic magnetic microstructure on
the measurable Larmor frequency offset in media with heterogeneous magnetic
susceptibility. Specific objectives were (i) validation of recently developed
theory for the case of fast diffusion and (ii) investigation of the transition
between the regimes of fast and slow diffusion. Methods: Monte Carlo
simulations in synthetic media. Results: Simulations demonstrate a perfect
agreement with the previously developed theory for fast diffusion. Beyond this
regime, the frequency offset shows a pronounced dependence on the medium
microarchitecture and the diffusivity of NMR-reporting spins in relation to the
magnitude of the susceptibility-induced magnetic field. Conclusion: While the
effect of myelin in brain white matter is commonly treated assuming efficient
diffusion narrowing, this regime does not hold for larger cells or higher
magnetic susceptibility. In such a case, the effect essentially deviates from
the prediction based on the assumption of diffusion narrowing.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10171
"
Coexisting spinons and magnons in frustrated zigzag spin-1/2 chain  compound $β$-TeVO$_4$","M. Pregelj, O. Zaharko, U. Stuhr, A. Zorko, H. Berger, A. Prokofiev, D. Arčon"," We investigate magnetic excitations in the frustrated zigzag spin-1/2 chain
compound $\beta$-TeVO$_4$ by inelastic neutron scattering. In the magnetically
ordered ground state, the excitation spectrum exhibits coexisting magnon
dispersion, characteristic of long-range magnetic order, and a spinon-like
continuum that prevails above 2 meV, indicating the dominance of intrachain
interactions. Combining linear-spin-wave-theory and pre-calculated
spinon-continuum results, we reproduce the experimental spectrum. Our analysis
offers a minimal exchange-network model which determines dominant intrachain
interactions, their anisotropies and weak interchain interactions. The obtained
parameters explain the magnetic ordering vector and spin excitations in the
magnetic ground state.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10174
"
Dynamical spin-spin susceptibility of Silicene","Surajit Sarkar, Suhas Gangadharaiah"," We present a detailed study of the imaginary and real parts of the
spin-susceptibility of silicene which can be generalized to other buckled
honeycomb structure. We find that while the off-diagonal components are
non-zero in individual valleys, they add up to zero upon including
contributions from both the valleys. We investigate the interplay of the
spin-orbit interaction and an external electric field applied perpendicular to
the substrate and find that although the xx and yy components of the
susceptibility are identical, they differ from the zz-component. The external
electric field plays an important role in modifying the allowed inter-subband
regions. In the dynamic limit, the real part of the susceptibility exhibits
log-divergence, position of which can be tuned by the electric field and
therefore has implications for spin-collective excitations. The effect of the
electric field on the static part of the susceptibility and its consequence for
the long distance decay of the spin-susceptibility have been explored.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10176
"
Charge redistribution and the Magnetoelastic transition across the  first-order magnetic transition in (Mn,Fe)2(P,Si,B)","M. Maschek, X. You, M. F. J. Boeije, D. Chernyshov, N. H. van Dijk, E. Bruck"," We used temperature dependent high-resolution x-ray powder diffraction and
magnetization measurements to investigate structural, magnetic and electronic
degrees of freedom across the ferromagnetic magneto-elastic phase transition in
Mn1Fe1P0.6-wSi0.4Bw (w = 0, 0.02, 0.04, 0.06, 0.08). The magnetic transition
was gradually tuned from a strong first-order (w = 0) towards a second-order
magnetic transition by substituting P by B. Increasing the B content leads to a
systematic increase in the magnetic transition temperature and a decrease in
thermal hysteresis, which completely vanishes for w = 0.08. Furthermore, the
largest changes in lattice parameter across the magnetic transition occur for w
= 0, which systematically becomes smaller approaching the samples with w =
0.08. Electron density plots show a strong directional preference of the
electronic distribution on the Fe site, which indicates the forming of bonds
between Fe atoms and Fe and P/Si in the paramagnetic phase. On the other hand,
the Mn-site shows no preferred directions resembling the behaviour of a free
electron gas. Due to the low B concentrations (w = 0 - 0.08), distortions of
the lattice are limited. However, even small amounts of B strongly disturb the
overall topology of the electron density across the unit cell. Samples
containing B show a strongly reduced variation in the electron density compared
to the parent compound without B.
",(Submitted on 30 Aug 2018),https://arxiv.org/abs/1808.10178
